0.0	3e-06	-127637.3819
0.0	3.08e-06	-127637.3819
0.0	3.16e-06	-127637.3819
0.0	3.24e-06	-127637.3819
0.0	3.32e-06	-127637.3819
0.0	3.4e-06	-127637.3819
0.0	3.48e-06	-127637.3819
0.0	3.56e-06	-127637.3819
0.0	3.64e-06	-127637.3819
0.0	3.72e-06	-127637.3819
0.0	3.8e-06	-127637.3819
0.0	3.88e-06	-127637.3819
0.0	3.96e-06	-127637.3819
0.0	4.04e-06	-127637.3819
0.0	4.12e-06	-127637.3819
0.0	4.2e-06	-127637.3819
0.0	4.28e-06	-127637.3819
0.0	4.36e-06	-127637.3819
0.0	4.44e-06	-127637.3819
0.0	4.52e-06	-127637.3819
0.0	4.6e-06	-127637.3819
0.0	4.68e-06	-127637.3819
0.0	4.76e-06	-127637.3819
0.0	4.84e-06	-127637.3819
0.0	4.92e-06	-127637.3819
0.0	5e-06	-127637.3819
0.0	5.08e-06	-127637.3819
0.0	5.16e-06	-127637.3819
0.0	5.24e-06	-127637.3819
0.0	5.32e-06	-127637.3819
0.0	5.4e-06	-127637.3819
0.0	5.48e-06	-127637.3819
0.0	5.56e-06	-127637.3819
0.0	5.64e-06	-127637.3819
0.0	5.72e-06	-127637.3819
0.0	5.8e-06	-127637.3819
0.0	5.88e-06	-127637.3819
0.0	5.96e-06	-127637.3819
0.0	6.04e-06	-127637.3819
0.0	6.12e-06	-127637.3819
0.0	6.2e-06	-127637.3819
0.0	6.28e-06	-127637.3819
0.0	6.36e-06	-127637.3819
0.0	6.44e-06	-127637.3819
0.0	6.52e-06	-127637.3819
0.0	6.6e-06	-127637.3819
0.0	6.68e-06	-127637.3819
0.0	6.76e-06	-127637.3819
0.0	6.84e-06	-127637.3819
0.0	6.92e-06	-127637.3819
0.06	3e-06	-124704.42535
0.06	3.08e-06	-124596.424871
0.06	3.16e-06	-124536.008514
0.06	3.24e-06	-124381.471577
0.06	3.32e-06	-124263.682978
0.06	3.4e-06	-124190.596665
0.06	3.48e-06	-124027.600936
0.06	3.56e-06	-123992.339499
0.06	3.64e-06	-123925.298628
0.06	3.72e-06	-123811.835666
0.06	3.8e-06	-123733.045597
0.06	3.88e-06	-123641.000978
0.06	3.96e-06	-123513.354702
0.06	4.04e-06	-123453.609897
0.06	4.12e-06	-123333.328088
0.06	4.2e-06	-123244.368057
0.06	4.28e-06	-123177.136359
0.06	4.36e-06	-123119.894781
0.06	4.44e-06	-123067.585013
0.06	4.52e-06	-122881.224137
0.06	4.6e-06	-122802.60097
0.06	4.68e-06	-122694.981421
0.06	4.76e-06	-122618.343732
0.06	4.84e-06	-122564.724319
0.06	4.92e-06	-122487.961968
0.06	5e-06	-122293.40716
0.06	5.08e-06	-122253.247276
0.06	5.16e-06	-122061.276485
0.06	5.24e-06	-122013.378927
0.06	5.32e-06	-122139.039036
0.06	5.4e-06	-121858.517871
0.06	5.48e-06	-121868.50556
0.06	5.56e-06	-121715.651283
0.06	5.64e-06	-121595.800534
0.06	5.72e-06	-121511.341055
0.06	5.8e-06	-121512.051147
0.06	5.88e-06	-121316.326399
0.06	5.96e-06	-121433.945552
0.06	6.04e-06	-121325.59705
0.06	6.12e-06	-121854.488701
0.06	6.2e-06	-121063.345209
0.06	6.28e-06	-121019.489677
0.06	6.36e-06	-120705.155277
0.06	6.44e-06	-120797.732644
0.06	6.52e-06	-121124.204193
0.06	6.6e-06	-120695.925468
0.06	6.68e-06	-120687.70314
0.06	6.76e-06	-120207.295844
0.06	6.84e-06	-120225.289867
0.06	6.92e-06	-120267.019017
0.12	3e-06	-123220.483439
0.12	3.08e-06	-123076.054606
0.12	3.16e-06	-122881.244656
0.12	3.24e-06	-122885.147281
0.12	3.32e-06	-122646.071986
0.12	3.4e-06	-122629.143966
0.12	3.48e-06	-122365.896283
0.12	3.56e-06	-122275.89434
0.12	3.64e-06	-122243.064618
0.12	3.72e-06	-121906.550137
0.12	3.8e-06	-121858.374709
0.12	3.88e-06	-121927.050891
0.12	3.96e-06	-121617.778283
0.12	4.04e-06	-121470.656835
0.12	4.12e-06	-121602.445526
0.12	4.2e-06	-121215.536862
0.12	4.28e-06	-121682.0673
0.12	4.36e-06	-121109.475701
0.12	4.44e-06	-121087.294572
0.12	4.52e-06	-120802.190606
0.12	4.6e-06	-120807.210435
0.12	4.68e-06	-120609.76378
0.12	4.76e-06	-120555.973005
0.12	4.84e-06	-120385.265689
0.12	4.92e-06	-120314.201288
0.12	5e-06	-119925.343364
0.12	5.08e-06	-120094.582986
0.12	5.16e-06	-119488.667998
0.12	5.24e-06	-119583.763403
0.12	5.32e-06	-119451.947347
0.12	5.4e-06	-119349.284246
0.12	5.48e-06	-119083.843711
0.12	5.56e-06	-118743.685872
0.12	5.64e-06	-118880.243213
0.12	5.72e-06	-118970.840255
0.12	5.8e-06	-118852.07742
0.12	5.88e-06	-118439.421742
0.12	5.96e-06	-118351.581448
0.12	6.04e-06	-118490.359749
0.12	6.12e-06	-117770.680159
0.12	6.2e-06	-117999.843822
0.12	6.28e-06	-117954.194027
0.12	6.36e-06	-117809.600257
0.12	6.44e-06	-117698.696508
0.12	6.52e-06	-117121.358457
0.12	6.6e-06	-117399.056409
0.12	6.68e-06	-116467.633404
0.12	6.76e-06	-116800.87958
0.12	6.84e-06	-116951.143133
0.12	6.92e-06	-116843.297213
0.18	3e-06	-122016.619812
0.18	3.08e-06	-121889.855232
0.18	3.16e-06	-121693.016697
0.18	3.24e-06	-121735.497991
0.18	3.32e-06	-121603.409964
0.18	3.4e-06	-121891.944734
0.18	3.48e-06	-121307.477649
0.18	3.56e-06	-121201.119509
0.18	3.64e-06	-121028.855666
0.18	3.72e-06	-120701.058647
0.18	3.8e-06	-120485.76973
0.18	3.88e-06	-120324.535622
0.18	3.96e-06	-120245.981189
0.18	4.04e-06	-120075.814154
0.18	4.12e-06	-119960.794001
0.18	4.2e-06	-119824.716115
0.18	4.28e-06	-119760.713543
0.18	4.36e-06	-119487.487436
0.18	4.44e-06	-119026.422806
0.18	4.52e-06	-118541.650047
0.18	4.6e-06	-118952.707074
0.18	4.68e-06	-118967.597276
0.18	4.76e-06	-118399.38704
0.18	4.84e-06	-118871.053358
0.18	4.92e-06	-118048.673347
0.18	5e-06	-117862.666498
0.18	5.08e-06	-117323.56791
0.18	5.16e-06	-117788.474782
0.18	5.24e-06	-117657.608599
0.18	5.32e-06	-117514.847322
0.18	5.4e-06	-116965.855835
0.18	5.48e-06	-117489.734111
0.18	5.56e-06	-117749.937574
0.18	5.64e-06	-116120.274182
0.18	5.72e-06	-115646.293362
0.18	5.8e-06	-116424.740998
0.18	5.88e-06	-116008.408125
0.18	5.96e-06	-116950.526627
0.18	6.04e-06	-115822.440722
0.18	6.12e-06	-115212.752368
0.18	6.2e-06	-114650.678664
0.18	6.28e-06	-115981.112375
0.18	6.36e-06	-114712.779568
0.18	6.44e-06	-114692.316278
0.18	6.52e-06	-114493.744966
0.18	6.6e-06	-114798.309942
0.18	6.68e-06	-114054.900837
0.18	6.76e-06	-114983.154201
0.18	6.84e-06	-113238.246603
0.18	6.92e-06	-114817.488794
0.24	3e-06	-121318.982183
0.24	3.08e-06	-121136.616284
0.24	3.16e-06	-121223.887562
0.24	3.24e-06	-120660.970907
0.24	3.32e-06	-120631.414372
0.24	3.4e-06	-120417.684862
0.24	3.48e-06	-120058.333478
0.24	3.56e-06	-119995.949698
0.24	3.64e-06	-119583.978924
0.24	3.72e-06	-119621.766095
0.24	3.8e-06	-119152.027646
0.24	3.88e-06	-119275.347989
0.24	3.96e-06	-118967.558878
0.24	4.04e-06	-118463.086203
0.24	4.12e-06	-118745.215033
0.24	4.2e-06	-118356.247196
0.24	4.28e-06	-118443.849784
0.24	4.36e-06	-117604.732423
0.24	4.44e-06	-117930.823053
0.24	4.52e-06	-117838.487924
0.24	4.6e-06	-117321.200448
0.24	4.68e-06	-117044.354089
0.24	4.76e-06	-117263.594363
0.24	4.84e-06	-116602.219134
0.24	4.92e-06	-116270.845121
0.24	5e-06	-116327.565971
0.24	5.08e-06	-116127.141597
0.24	5.16e-06	-116446.711729
0.24	5.24e-06	-115724.816332
0.24	5.32e-06	-115057.418512
0.24	5.4e-06	-115692.702306
0.24	5.48e-06	-116054.29557
0.24	5.56e-06	-115496.096033
0.24	5.64e-06	-115013.57311
0.24	5.72e-06	-115612.126703
0.24	5.8e-06	-115058.979528
0.24	5.88e-06	-113897.857694
0.24	5.96e-06	-115818.494035
0.24	6.04e-06	-113151.076719
0.24	6.12e-06	-112736.373638
0.24	6.2e-06	-112604.970341
0.24	6.28e-06	-113478.684246
0.24	6.36e-06	-115753.468273
0.24	6.44e-06	-112557.191594
0.24	6.52e-06	-112722.977433
0.24	6.6e-06	-111549.652703
0.24	6.68e-06	-112761.443359
0.24	6.76e-06	-111773.187342
0.24	6.84e-06	-111615.303963
0.24	6.92e-06	-109818.644579
0.3	3e-06	-120762.153223
0.3	3.08e-06	-120262.493927
0.3	3.16e-06	-119847.15353
0.3	3.24e-06	-120016.736579
0.3	3.32e-06	-119714.041323
0.3	3.4e-06	-119438.87548
0.3	3.48e-06	-119401.998613
0.3	3.56e-06	-118513.574533
0.3	3.64e-06	-118749.306477
0.3	3.72e-06	-118435.195673
0.3	3.8e-06	-118473.556578
0.3	3.88e-06	-117931.260557
0.3	3.96e-06	-117725.468429
0.3	4.04e-06	-117887.459884
0.3	4.12e-06	-117710.337462
0.3	4.2e-06	-117311.788602
0.3	4.28e-06	-116888.954079
0.3	4.36e-06	-116727.892002
0.3	4.44e-06	-116720.515724
0.3	4.52e-06	-115873.07728
0.3	4.6e-06	-115506.071324
0.3	4.68e-06	-115787.261505
0.3	4.76e-06	-114820.85313
0.3	4.84e-06	-114516.550037
0.3	4.92e-06	-114494.529836
0.3	5e-06	-114946.099233
0.3	5.08e-06	-114678.179125
0.3	5.16e-06	-115248.472265
0.3	5.24e-06	-114287.115046
0.3	5.32e-06	-114180.142345
0.3	5.4e-06	-113014.869858
0.3	5.48e-06	-114997.616428
0.3	5.56e-06	-113639.12404
0.3	5.64e-06	-113545.483415
0.3	5.72e-06	-113560.219291
0.3	5.8e-06	-112466.433441
0.3	5.88e-06	-113284.667293
0.3	5.96e-06	-115493.824116
0.3	6.04e-06	-110234.254401
0.3	6.12e-06	-110912.255867
0.3	6.2e-06	-111805.244694
0.3	6.28e-06	-110450.661012
0.3	6.36e-06	-111448.529385
0.3	6.44e-06	-112403.247602
0.3	6.52e-06	-110952.510153
0.3	6.6e-06	-110960.849317
0.3	6.68e-06	-109018.919054
0.3	6.76e-06	-111999.790511
0.3	6.84e-06	-111092.209554
0.3	6.92e-06	-112271.219404
0.36	3e-06	-121102.306979
0.36	3.08e-06	-119496.37215
0.36	3.16e-06	-119287.620933
0.36	3.24e-06	-118768.432042
0.36	3.32e-06	-118655.332432
0.36	3.4e-06	-118338.50888
0.36	3.48e-06	-118043.848721
0.36	3.56e-06	-117378.14455
0.36	3.64e-06	-117533.579871
0.36	3.72e-06	-117807.901169
0.36	3.8e-06	-117614.184775
0.36	3.88e-06	-117054.034637
0.36	3.96e-06	-116309.073098
0.36	4.04e-06	-117431.075819
0.36	4.12e-06	-115840.703005
0.36	4.2e-06	-115392.870523
0.36	4.28e-06	-116114.44892
0.36	4.36e-06	-115006.556039
0.36	4.44e-06	-114679.920055
0.36	4.52e-06	-115213.52864
0.36	4.6e-06	-114187.624721
0.36	4.68e-06	-114520.594298
0.36	4.76e-06	-113773.578012
0.36	4.84e-06	-113479.493444
0.36	4.92e-06	-113801.0417
0.36	5e-06	-114081.994624
0.36	5.08e-06	-112416.425374
0.36	5.16e-06	-111951.648304
0.36	5.24e-06	-113160.112056
0.36	5.32e-06	-113775.076229
0.36	5.4e-06	-114273.313137
0.36	5.48e-06	-112865.833505
0.36	5.56e-06	-110299.453704
0.36	5.64e-06	-111277.925947
0.36	5.72e-06	-112691.933337
0.36	5.8e-06	-112971.247257
0.36	5.88e-06	-109672.080875
0.36	5.96e-06	-110668.822762
0.36	6.04e-06	-111803.062979
0.36	6.12e-06	-111193.111438
0.36	6.2e-06	-112270.40426
0.36	6.28e-06	-110136.275783
0.36	6.36e-06	-107495.571118
0.36	6.44e-06	-112055.311645
